Leadership,Data Stewards,Minister,Cabinet? - SW1A 2AS,,,,xxxx
Leadership,Data Stewards,Permanent secretary,Cabinet? - SW1A 2AS,,,,xxxx
Leadership,Data Stewards,Govt chief data officer (vacant),Cabinet? - SW1A 2AS,,,,xxxx
Leadership,Data Stewards,Data Advisory Board,Cabinet? - SW1A 2AS,,,,xxxx
Leadership,Data Stewards,National Technology Adviser,Cabinet? - SW1A 2AS,,,,xxxx
Leadership,Data Stewards,10ds (nascent),Cabinet? - SW1A 2AS,,,,xxxx
Leadership,Data Stewards,Govt Chief digital information officer (to be appointed),Cabinet? - SW1A 2AS,,,,xxxx
Devolved,Data Stewards,Devolved Administrations,,,,,
Devolved,Data Stewards,Devolved chief data officers,,,,,
Devolved,Data Stewards,Devolved chief statisticians,,,,,
Operational,Data Stewards,Cabinet Office ,,,,,SW1A 2AS
Operational,Data Stewards,Her Majesty's Treasury,,,,,SW1A 2HQ
Operational,Data Stewards,Office for Budget Responsibility (OBR),,,,,SW1H 9AJ
Operational,Data Stewards,"Department for Digital Culture, Media and Sport (DCMS)",,,,,SW1A 2BQ
Operational,Data Stewards,"Ministry of Housing, Communities and Local Government (MHCLG)",,,,,SW1P 4DF
Operational,Data Stewards,"Department for the Environment, Food and Rural Affairs (Defra)",,,,,SW1P 4DF
Operational,Data Stewards,Data Leaders Network (Cabinet Office),,,,,SW1A 2AS
Operational,Data Stewards,GDS Academy,,,,,"LS1 4JB,E1 8QS"
Operational,Data Stewards,Civil service learning,,,,,
Operational,Data Stewards,All Government Departments incl Food Standards Agency,,,,,
Operational,Data Stewards,Department for Work and Pensions (DWP),,,,,
Operational,Data Stewards,Her Majesty's Revenue and Customs (HMRC),,,,,NE98 1ZZ
Operational,Data Stewards,Alan Turing Institute,,THE ALAN TURING INSTITUTE,09512457,http://turing.ac.uk/,NW1 2DB
Operational,Data Stewards,Scottish Environment Protection Agency,,,,,"AB11 9QA,ML1 4WQ,DD11 1RP,KA7 2AX,G83 8EG,IV15 9XB,DG2 0JE,EH12 7AT,IV30 6AF,PH33 6TL,AB43 9JN,TD1 1NF,G20 0XA,KY6 2DA,PA31 8QX,DG8 6BF,KW15 1GR,PH1 1RX,ZE1 0LQ,FK9 4TZ,KW14 7JS,HS1 2QN"
Operational,Data Stewards,Environment Agency,double check postcode,,,,BS1 5AH
Operational,Data Stewards,Cyfoeth Naturiol Cymru / Natural Resources Wales,,,,,"LL15 2NL,CH7 3AJ,LL57 2DW,LL40 1LW,SY21 7JY,SY23 3UR,SA10 6JQ,SA11 4DR,SA2 8PP,SA20 0AL,SA14 6RE,SA61 2BQ,CF3 0EY,CF24 0TP,NP7 7AX"
Operational,Data Stewards,Home Office,,,,,SW1P 4DF
Operational,Data Stewards,Police,,,,,
Operational,Data Stewards,"NI Department of Agriculture, Environment and Rural Affairs",,,,,"BT4 3SB,BT49 9HP,BT7 2JA"
Operational,Data Stewards,Joint Biosecurity Centre,,,,,
Operational,Data Stewards,Local authority,,,,,
Operational,Data Stewards,Geospatial commissions,,,,,
Operational,Data Stewards,Department for international trade (DIT),,,,,SW1A 2DY
Operational,Data Stewards,Network Rail,,Network Rail Ltd,04402220,https://www.networkrail.co.uk/,
Operational,Data Stewards,Rail Delivery Group,,RAIL DELIVERY GROUP LIMITED,08176197,https://www.raildeliverygroup.com/,
Public bodies (Subgroup of Operational),Data Stewards,Centre for Data Ethics and Innovation,London,,,,xxxx
Public bodies (Subgroup of Operational),Data Stewards,HM Land registry,Geospatial,,,,CR0 2AQ
Public bodies (Subgroup of Operational),Data Stewards,Ordnance Survey,Geospatial,ORDNANCE SURVEY LIMITED,09121572,https://ordnancesurvey.co.uk/,SO16 0AS
Public bodies (Subgroup of Operational),Data Stewards,UK Hydrographic Office,Geospatial,,,,TA1 2DN
Public bodies (Subgroup of Operational),Data Stewards,British Geological Survey,Geospatial,,,https://www.admiralty.co.uk/ukho/About-Us,NG12 5GG
Public bodies (Subgroup of Operational),Data Stewards,Valuation Office Agency,Geospatial,,,,xxxx
Public bodies (Subgroup of Operational),Data Stewards,Coal Authority,Geospatial,,,,NG18 4RG
Public bodies (Subgroup of Operational),Data Stewards,GeoPlace LLP,Geospatial,GeoPlace LLP,OC359627,http://geoplace.co.uk/,SW1W 9SZ
Public bodies (Subgroup of Operational),Data Stewards,Met Office,Data-driven organisations,,,,EX1 3PB
Public bodies (Subgroup of Operational),Data Stewards,Food Standards Agency,Data-driven organisations,,,https://www.food.gov.uk/,SW1H 9EX
Public bodies (Subgroup of Operational),Data Stewards,Companies House,Data-driven organisations,,,,"CF14 3UZ,BT2 8BG,EH3 9FF"
Public bodies (Subgroup of Operational),Data Stewards,Cabinet Office ,Registrars,,,,SW1A 2AS
Public bodies (Subgroup of Operational),Data Stewards,"Foreign, Commonwealth and Development Office",Registrars,,,,SW1A 2AH
Public bodies (Subgroup of Operational),Data Stewards,Defra,Registrars,,,,SW1P 4DF
Public bodies (Subgroup of Operational),Data Stewards,DWP,Registrars,,,,SW1P 4DF
Public bodies (Subgroup of Operational),Data Stewards,MHCLG,Registrars,,,,SW1P 4DF
Public bodies (Subgroup of Operational),Data Stewards,MoJ,Registrars,,,,SW1H 9AJ
Public bodies (Subgroup of Operational),Data Stewards,Ofqual,Registrars,,,,CV1 3BH
Public bodies (Subgroup of Operational),Data Stewards,Her Majesty's Passport Office,Registrars,,,,PR8 9PW
Public bodies (Subgroup of Operational),Data Stewards,ONS,Registrars,,,,"NP10 8XG,PO15 5RR,SW1V 2QQ"
Accountability,Data Stewards,PACAC,,,,,SW1A 0AA
Accountability,Data Stewards,Other Parliamentary committees,,,,,
Accountability,Data Stewards,National Audit Office,,,,,"SW1W 9SP,NE1 1RF"
Accountability,Data Stewards,House of Commons Scrutiny Unit,House of commons postcode,,,,SW1A 0AA
Accountability,Data Stewards,Science and technology committee,,,,,SW1A 0AA
Accountability,Data Stewards,Public services committee,,,,,
Accountability,Data Stewards,Transport Focus,,,,https://www.transportfocus.org.uk/,"SW1H 9EA,M1 2WD"
Accountability,Data Stewards,TRANSPORT FOCUS SCOTLAND LIMITED,,TRANSPORT FOCUS SCOTLAND LIMITED,SC643794,https://www.transportfocus.org.uk/gd/,xxxx
Accountability,Data Stewards,TRANSPORT FOCUS WALES LTD,,TRANSPORT FOCUS WALES LTD,11439946,https://www.transportfocus.org.uk/cy/,CF11 8TB
Accountability,Data Stewards,Office of Rail and Road,,,,,E14 4QZ
GDS/Data Policy,Data Enabler,"Department for Digital Culture, Media and Sport (DCMS)",,,,,SW1A 2BQ
GDS/Data Policy,Data Enabler,Government Digital Service (GDS),,,,,E1 8QS
GDS/Data Policy,Data Enabler,Some open data standards,,,,,
GDS/Data Policy,Data Enabler,Data ethics standards,,,,,
GDS/Data Policy,Data Enabler,Public registers,,,,,
GDS/Data Policy,Data Enabler,Digital marketplace,,,,,
GDS/Data Policy,Data Enabler,Crown Commercial Service,"Liverpool, Norwich, Newport, Leeds and London",,05669528,https://www.crowncommercial.gov.uk/?gclid=CjwKCAjw87SHBhBiEiwAukSeUevrljs8159utO68jugNCmm3E2uqNNgVvDkNgNxtpRJC1xpBPRls7xoC4m4QAvD_BwE&gclsrc=aw.ds,W8 6SN
GDS/Data Policy,Data Enabler,Data Science Ethics,https://www.gov.uk/government/publications/data-science-ethical-framework,,,,
GDS/Data Policy,Data Enabler,The National Archive,,,,,TW9 4DU
GDS/Data Policy,Data Enabler,The National Archive Trust,,THE NATIONAL ARCHIVES TRUST,CE020626,The National Archives Trust - The National Archives Trust,
GDS/Data Policy,Data Enabler,Data Standards Authority,ONS Office?,,,,xxxx
GDS/Data Policy,Data Enabler,UK government API catalogue ,https://alphagov.github.io/api-catalogue/#uk-government-apis,,,,
GDS/Data Policy,Data Enabler,Geospatial Commission - National geospatial strategy,,,,,SW1A 2AS
Producer/User/Commissioner,Data Enabler,UK Research and Innovation (UKRI),,,,,"SN2 1FL,EC4Y 0DS,BS34 8SR"
Producer/User/Commissioner,Data Enabler,INSPIRE (spatial standards),,,,,
Parliament,Data Stewards,Hansard,,,,,
Parliament,Data Stewards,parliament.uk,,,,,SW1A 0AA
Parliament,Data Stewards,IPSA,,,,,
Parliament,Data Stewards,data.parliament.uk,,,,,
Parliament,Data Stewards,developer.parliament.uk,,,,,
,,Democracy Club,,DEMOCRACY CLUB COMMUNITY INTEREST COMPANY,09461226,https://democracyclub.org.uk/projects/data/,
Dumps and portals,Data Stewards,National archives,,,,,TW9 4DU
Dumps and portals,Data Stewards,European Data Portal,,,,,
Dumps and portals,Data Stewards,Gov.uk,,,,,
Dumps and portals,Data Stewards,data.gov.uk,,,,,
Dumps and portals,Data Stewards,legislation.gov.uk,,,,,
Dumps and portals,Data Stewards,data.food.gov.uk,,,,,SW1H 9EX
Dumps and portals,Data Stewards,https://civictech.guide/civic-data/,"includes a large repository of open government data portals, the platform software that runs them, civic data standards, notes defunct projects, etc.",,,,
Service regulators,Data Stewards,Her Majesty's Inspectorate of Prisons (HMIP),Inspectorates,,,,E14 4PU
Service regulators,Data Stewards,Ofsted,"Regulators; Not super confident in thePCs, should be in London, Manchester, Nottingham, Birmingham, Cambridge, York, Darlington and Bristol",,,,"SW1H 9EX,M1 2WD,BS1 6EH"
Service regulators,Data Stewards,Care Quality Commission - QDC,"Regulators, there should also be regional offices",,,,SW1W 9SZ
Service regulators,Data Stewards,Electoral Commission,,,,,"EC1Y 8YZ,BT7 2JB,EH1 1YJ,CF14 3UZ"
Service regulators,Data Stewards,Charity Commission,,,,,
Service regulators,Data Stewards,Environment Agency (Enforcement),,,,,
Public services,Data Stewards,Police/Courts,,,,,
Public services,Data Enabler,Schools/Universities,,,,,
Public services,Data Stewards,"NHS, GPs, hospitals",,,,,
Public services,Data Stewards,NHS England,,,,,
Public services,Data Stewards,NHS Digital,,,,,"LS1 4AP,EX2 5SE,EX2 5SE,SE1 6LH,PR8 2HH"
Public services,Data Stewards,Local Councils,,,,,
Public services,Data Stewards,NHSX,,,,,xxxx
Public services,Data Stewards,Combined Authorities,,,,,
Public services,Data Stewards,Passenger Transport Executives,,,,,
Public services,Data Stewards,Contractors/Regulated Industries ,,,,,
Public services,Data Stewards,Smart Energy,,,,,
,,Open Data Services Co-operative Limited,,Open Data Services Co-operative Limited,09506232,https://opendataservices.coop/,
Users/External,Data Users,Third party applications,,,,,
Users/External,Data Users,mySociety,,mySociety,03277032,http://mysociety.org/,N13 4BS
Users/External,Data Users,House of Commons Library,,,,,SW1A 0AA
Users/External,Data Users,Institute for Government,,Institute for Government,06480524,http://instituteforgovernment.org.uk/,
Users/External,Data Users,Full Fact,,Full Fact,06975984,http://fullfact.org/,SW1Y 5AA
Users/External,Data Users,Users within government,,,,,
Users/External,Data Users,Users outside (scrutiny),,,,,
Users/External,Data Users,Indirect audiences (ultimately the public),,,,,
Users/External,Data Users,Experian,There's also a Dublin adress but no postcode,EXPERIAN LIMITED,00653331,http://experian.co.uk/,"NG80 1ZZ,NG80 1RH,NG80 1DP,NG1 5FS,SW1E 5JL,SE1 8EZ,RG7 4AB,EC1Y 8AF,LS1 4JE,PR8 4HQ"
Users/External,Data Users,Open data incubator for Europe (ODINE),,,,,
Users/External,Data Users,Open Data Institute (ODI),,OPEN DATA INSTITUTE,08030289,http://theodi.org/,N1 9AG
Users/External,Data Users,Open Knowledge - Open Data Index,,,,,xxxx
Users/External,Data Users,World Wide Web Foundation - Open Data Barometer,London,WORLD WIDE WEB FOUNDATION,FC034772,http://webfoundation.org/,E14 4HD
Users/External,Data Users,Comprehensive Knowledge Archive Network (CKAN),,,,,
Users/External,Data Users,Ada Lovelace Institute,,THE ADA LOVELACE SOCIETY LIMITED,12647691,https://www.adalovelaceinstitute.org/,EC1M 4EH
Users/External,Data Users,Royal Statistical Society,,ROYAL STATISTICAL SOCIETY,RC000529,http://rss.org.uk/,EC1Y 8LX
Users/External,Data Users,Centre of Excellence for Information Sharing ,,,,http://informationsharing.org.uk/,xxxx
Users/External,Data Users,360Giving,,360 GIVING,09668396,http://threesixtygiving.org/,N1 9AG
Users/External,Data Users,Open Contracting Partnership,only US address,,,,xxxx
Users/External,Data Users,Open Ownership,,,,,xxxx
Users/External,Data Users,Spend Network,Businesses,TICON UK LIMITED,04962733,http://spendnetwork.com/,SW1P 2PD
Users/External,Data Users,Citymapper,Businesses,CITYMAPPER LIMITED,07370388,http://citymapper.com/,SE1 9PG
Users/External,Data Users,Nesta,,,08580327,https://www.nesta.org.uk/,EC4Y 0DS
Users/External,Data Users,King's policy institute,,,,,WC2R 2LS
Users/External,Data Users,Bristish Computer Society,,,,,"SN1 1BY,EC2R 7BP"
Users/External,Data Users,Bank of England,,Bank of England,RC000042,https://www.bankofengland.co.uk/,"EC2R 8AH,EC2R 8AH,EC2R 6DA"
Users/External,Data Users,Statistics User Forum,,,,,
National Security,Data Stewards,GCHQ,,,,https://www.gchq.gov.uk/,"GL51 0EX,YO12 5TQ,EX23 9JL,M2 5LN,SW1E 5LB
"
National Security,Data Stewards,Intelligence Analysis Profession,,,,,
National Security,Data Stewards,National Cyber Security Centre,,,,,
Standards,Data Stewards,Local Authority Transparency Publication,https://www.gov.uk/government/publications/local-government-transparency-code-2015,,,,
Standards,Data Stewards,https://www.gov.uk/government/publications/open-standards-principles/open-standards-principles,,,,,
Standards,Data Stewards,https://data.gov.uk/education-standards/,,,,,
Standards,Data Stewards,INSPIRE Regulations 2009,,,,,
Standards,Data Stewards,INSPIRE Regulations (Scotland) 2009,,,,,
Collectors,,The many people who collect it (think clipboards etc),,,,,
[Floating Cards],Data Enablers,British Academy,Especially Work on Data Ethics,,,,SW1Y 5AH
[Floating Cards],Data Enablers,Royal Society,Especially Work on Data Ethics,Royal Society,RC000519,http://royalsociety.org/,SW1Y 5AG
[Floating Cards],Data Enablers,OneTeamGov,,,,https://www.oneteamgov.uk/,SW1H 9AJ
[Floating Cards],Data Enablers,UKGovCamp,,,,,
[Floating Cards],Data Enablers,What Works Centres,,,,https://www.whatworksnetwork.org.uk/,SW1H 9EA
[Floating Cards],Data Enablers,Infrastructure and Projects Authority,,,,https://www.gov.uk/government/organisations/infrastructure-and-projects-authority,SW1A 2AS
[Floating Cards],Data Enablers,Open Innovation Team,,,,https://openinnovation.blog.gov.uk/about-this-blog/,
[Floating Cards],Data Enablers,Open Data Camp,,,,https://www.odcamp.uk/,
[Floating Cards],Data Enablers,OpenStreetMap UK (OSMUK),Access to UK community and free/paid developers,,,https://osmuk.org/,xxxx
,,,,,,,
Data Stewards,Data Stewards,Barclays,,BARCLAYS BANK UK PLC,09740322,https://www.barclays.co.uk/,
Data Stewards,Data Stewards,HSBC,,HSBC UK BANK PLC,09928412,https://www.hsbc.co.uk/,
Data Stewards,Data Stewards,Lloyds,,LLOYDS BANK PLC,00002065,https://www.lloydsbank.com/,
Data Stewards,Data Stewards,BT,,BT LIMITED,02216369,https://www.bt.com/,
Data Stewards,Data Stewards,Vodafone,,VODAFONE LIMITED,01471587,https://www.vodafone.co.uk/,
Data Stewards,Data Stewards,Telefonica,,TELEFONICA UK LIMITED,01743099,https://www.telefonica.com/en/,
Data Stewards,Data Stewards,BP,,BP P.L.C.,00102498,https://www.bp.com/,
Data Stewards,Data Stewards,Equinor,,EQUINOR UK LIMITED,01285743,https://www.equinor.com/en/where-we-are/united-kingdom.html,
Data Stewards,Data Stewards,UKPN,,UK POWER NETWORKS (OPERATIONS) LIMITED,03870728,https://www.ukpowernetworks.co.uk/,
Data Stewards,Data Stewards,Welsh Water,,DWR CYMRU CYFYNGEDIG,02366777,https://www.dwrcymru.com/en,
Data Stewards,Data Stewards,Thames Water,,THAMES WATER UTILITIES LIMITED,02366661,https://www.thameswater.co.uk/,
Data Stewards,Data Stewards,Jaguar-Land Rover,,JAGUAR LAND ROVER LIMITED,01672070,https://www.jaguarlandrover.com/,
Data Stewards,Data Stewards,Google,,GOOGLE UK LIMITED,03977902,https://www.google.co.uk/,
Data Stewards,Data Stewards,Microsoft,,MICROSOFT LIMITED,01624297,https://www.microsoft.com/en-gb/about/,
Data Stewards,Data Stewards,Uber,,UBER UK LIMITED,06654450,https://www.uber.com/gb/en/drive/,
Data Stewards,Data Stewards,Opta,,,11584111,optasports.com,
Data Stewards,Data Stewards,Health & Safety England,"there are more, reginal offices",,,https://www.hse.gov.uk/,L20 7HS
Data Stewards,Data Stewards,Amazon,,,10804351,https://aws.amazon.com/government-education/g-cloud-uk/,
Data Stewards,Data Stewards,Ordnance Survey,,,09121572,https://www.ordnancesurvey.co.uk/,
Data Stewards,Data Stewards,NHS Digital,,,,https://digital.nhs.uk/,LS1 4AP
Data Stewards,Data Stewards,TfL,,,06745516,https://tfl.gov.uk/,
Data Stewards,Data Stewards,OpenStreetMap Foundation,,OpenStreetMap Foundation,05912761,https://wiki.osmfoundation.org/,
Data Users,Data Users,Yolt,,Yolt Limited,12388821,https://www.yolt.com/,
Data Users,Data Users,Bud,,Bud Financial Limited,09651629,https://www.thisisbud.com/,
Data Users,Data Users,OpenWrks,,Business Finance Technology Group Limited,09422433,https://www.openwrks.com/,
Data Users,Data Users,OBUU,,,,https://obuu.es/,
Data Users,Data Users,Data Catalyst,,DATA CATALYST LIMITED,12546067,https://datacatalyst.io/?gclid=Cj0KCQjwlMaGBhD3ARIsAPvWd6jPlRDhd-9Vsw7O_wiUXcqvJEHZ6p0qU354IysaGP8BJRze2XIBJmwaAuMJEALw_wcB,
Data Users,Data Users,Google,,GOOGLE UK LIMITED,03977902,https://www.google.co.uk/,
Data Users,Data Users,Geovation,,,,,EC1V 7EN
Data Enablers,Data Enablers,ODI,,OPEN DATA INSTITUTE,08030289,https://theodi.org/,
Data Enablers,Data Enablers,Centre for Data Ethics and Innovation,,,,https://www.gov.uk/government/organisations/centre-for-data-ethics-and-innovation,xxxx
Data Enablers,Data Enablers,Energy Systems Catapult,,ENERGY SYSTEMS CATAPULT LIMITED,08705784,https://es.catapult.org.uk/,B4 6BS
,,Digital Catapult,,,,,"NW1 2RA,BN1 4GH,SR1 1PB,BT2 8HS"
Data Enablers,Data Enablers,Connected Places Catapult,,CONNECTED PLACES CATAPULT,11837978,https://cp.catapult.org.uk/,"EC1R 0BE,MK9 1BP,G1 1RD,LS2 3AA"
Data Enablers,Data Enablers,Microsoft,,MICROSOFT LIMITED,01624297,https://www.microsoft.com/en-gb/about/,
Data Enablers,Data Enablers,Google,,GOOGLE UK LIMITED,03977902,https://www.google.co.uk/,
Data Enablers,Data Enablers,Amazon (Cloud),could also be Amazon UK Services Ltd?,AMAZON WEB SERVICES UK LIMITED,08650665,https://aws.amazon.com/government-education/g-cloud-uk/,
Data Enablers,Data Enablers,Cisco,,CISCO INTERNATIONAL LIMITED,06640658,https://www.cisco.com/c/en_uk/index.html,
Data Enablers,Data Enablers,BT,,BT LIMITED,02216369,https://www.bt.com/,
Data Enablers,Data Enablers,Chatham House,,Chatham House Enterprises Limited,02979061,https://www.chathamhouse.org/,
Data Enablers,Data Enablers,Alan Turing Institute,,THE ALAN TURING INSTITUTE,09512457,https://www.turing.ac.uk/,
Data Enablers,Data Enablers,Ada Lovelace Institute,,THE ADA LOVELACE SOCIETY LIMITED,12647691,https://www.adalovelaceinstitute.org/,
Data Enablers,Data Enablers,Royal Academy,,,01666333,https://www.royalacademy.org.uk/,
Data Enablers,Data Enablers,Royal Academy of Engineering,,,08038360,https://www.raeng.org.uk/,
Data Enablers,Data Enablers,BEIS,,,,https://www.gov.uk/government/organisations/department-for-business-energy-and-industrial-strategy,"SW1H 0ET,AB10 1BJ"
Data Enablers,Data Enablers,UKRI,,,,https://www.ukri.org/,"SN2 1FL,EC4Y 0DS,BS34 8SR"
Data Enablers,Data Enablers,Health Data Research UK,,,10887014 ,https://www.hdruk.ac.uk/,
Data Enablers,Data Enablers,Understanding Patient Data,,,02711000,https://understandingpatientdata.org.uk/,
Data Enablers,Data Enablers,Noggin,,NOGGIN LIMITED,06363503,https://www.noggin.ltd.uk/,
Data Enablers,Data Enablers,Ethos VO,,ETHOS VO LIMITED,03853277,https://www.ethosvo.org/ethos-place-ventures/,
Data Enablers,Data Enablers,Geoxphere,,GEOXPHERE LIMITED,11348164,https://www.geoxphere.com/,
,,Health Foundation,,,,,EC4Y 8AP
,,,,,,,
,,,,,,,
Data Enablers,Data Enablers,Bloomberg,,BLOOMBERG UK LIMITED,03430322,https://www.bloomberg.com/help/question/bloomberg-businessweek/?gclid=Cj0KCQjw0K-HBhDDARIsAFJ6UGip15xdk8iZtAAKrWNjCmw0VrBGOeWvbCB8qEU1Nhu4zmpJw_c4r84aAps4EALw_wcB,
Data Enablers,Data Enablers,Thomson Reuters,,THOMSON REUTERS UK LIMITED,06141013,https://www.thomsonreuters.com/en.html,
Data Enablers,Data Enablers,CDP,,CDP (UK) LTD,07282134,https://www.cdp.net/en,
Data Enablers,Data Enablers,Sustainalytics,,SUSTAINALYTICS UK LIMITED,08660879,https://www.sustainalytics.com/,
Data Enablers,Data Enablers,Open Corporates,,OPENCORPORATES LTD,07444723,https://opencorporates.com/,
Data Enablers,Data Enablers,GLEIF,,,,,
Data Enablers,Data enablers,London Stock Exchange,,,,https://www.londonstockexchange.com/,EC4M 7LS
